label,x_um,y_um,z_um,fwhm_x_um,fwhm_y_um,fwhm_xy_um,fwhm_z_um,sigma_xy_um,sigma_z_um,peak,integrated,halo_fraction
249,179.25,230.25,192,0.953354,0.713623,0.833488,nan,1.0893,10.3319,31.8158,70045.8,0.997694
250,230.25,230.25,192,1.10023,0.721418,0.910825,nan,1.06902,15.2749,33.286,69118.9,0.997531
251,25.75,25.75,213,0.97616,0.762325,0.869243,8.6699,1.08,13.708,32.9437,67366.3,0.997493
252,76.75,25.75,213,1.0626,0.712673,0.887635,7.41844,1.0116,15.982,32.5536,67321.7,0.997333
253,128.25,25.75,213,1.08186,0.6644,0.873129,nan,0.907056,7.56648,34.5274,67335.1,0.99706
254,179.25,25.75,213,0.960278,0.697484,0.828881,8.99955,1.10759,14.6048,33.7329,67848.9,0.997601
255,230.25,25.75,213,0.968263,0.728365,0.848314,7.43731,1.0032,12.6908,31.362,67642.7,0.997267
256,25.75,76.75,213,0.981057,0.662719,0.821888,5.87998,1.02729,10.7825,34.4559,67604.7,0.997511
257,76.75,76.75,213,0.744432,0.655743,0.700087,8.29306,0.967008,16.4472,33.01,67362.8,0.997216
258,128.25,76.75,213,1.01588,0.751142,0.883511,8.97474,1.08789,13.5981,32.6029,67934.4,0.997544
259,179.25,76.75,213,0.889758,0.690986,0.790372,8.12405,1.10318,13.6405,31.1444,67180.2,0.997262
260,230.25,76.75,213,1.12435,0.673909,0.899131,5.02889,0.963143,16.8597,34.8169,67438.7,0.997135
261,25.75,128.25,213,0.921645,0.691898,0.806772,8.38824,1.11508,15.2088,34.3529,67008.5,0.997628
262,76.75,128.25,213,0.85552,0.690914,0.773217,7.64458,1.03913,14.7148,31.7835,67400.9,0.997239
263,128.25,128.25,213,0.963854,0.75413,0.858992,8.77276,1.10269,13.6243,33.1356,67740.4,0.99755
264,179.25,128.25,213,1.0539,0.689812,0.871856,8.89001,1.07919,15.92,33.5246,67049.1,0.997493
265,230.25,128.25,213,0.815201,0.72752,0.771361,7.22498,1.03754,15.3344,34.1565,67256.3,0.997398
266,25.75,179.25,213,1.16378,0.706,0.934888,nan,1.10718,14.8117,31.3574,67265.2,0.997633
267,76.75,179.25,213,0.980831,0.718135,0.849483,8.03556,1.0518,15.3587,34.665,67975,0.99749
268,128.25,179.25,213,0.99022,0.698491,0.844355,8.71444,1.01516,14.6264,33.3924,67496,0.997527
269,179.25,179.25,213,1.38632,0.736157,1.06124,8.02008,0.996658,13.6834,30.5012,67501.1,0.99731
270,230.25,179.25,213,1.04677,0.808695,0.927735,nan,0.87113,12.2996,32.9686,67847.7,0.997042
271,25.75,230.25,213,0.856384,0.712673,0.784528,7.59208,1.05026,14.5296,34.5261,67469,0.997578
272,76.75,230.25,213,0.772433,0.7031,0.737766,8.97958,1.04394,13.3008,30.5506,66761.6,0.997206
273,128.25,230.25,213,0.964216,0.770467,0.867342,6.31134,1.02719,15.201,32.3864,67446.2,0.997425
274,179.25,230.25,213,0.953354,0.713623,0.833488,9.45559,1.0893,13.6549,31.8158,67458.5,0.997606
275,230.25,230.25,213,1.10023,0.721418,0.910825,8.77607,1.06902,15.7592,33.286,66668.5,0.99744
276,25.75,25.75,235,0.97616,0.762325,0.869243,8.13714,1.08,11.8649,32.9437,54199.9,0.996884
277,76.75,25.75,235,0.884962,0.647931,0.766447,6.36822,0.973426,13.0293,33.1133,54009.8,0.997077
278,128.25,25.75,235,0.943707,0.686583,0.815145,8.61107,1.02118,11.1718,31.6802,54081,0.997217
279,179.25,25.75,235,0.960278,0.697484,0.828881,8.89772,1.10759,11.4689,33.7329,54408.1,0.997008
280,230.25,25.75,235,0.893752,0.643736,0.768744,5.42552,0.924516,13.1033,33.1679,54283.7,0.997
281,25.75,76.75,235,1.04148,0.702724,0.872104,8.55449,1.10203,12.245,33.9314,54298,0.99691
282,76.75,76.75,235,0.744432,0.655743,0.700087,8.70494,0.967008,13.8146,33.01,53945.7,0.996524
283,128.25,76.75,235,1.01588,0.751142,0.883511,8.59199,1.08789,12.168,32.6029,54619.7,0.996946
284,179.25,76.75,235,1.04438,0.671921,0.858149,7.90169,0.958336,12.6472,31.6784,53956.3,0.997054
285,230.25,76.75,235,1.11029,0.679789,0.895041,7.6104,1.06602,13.5287,32.2832,54036.9,0.997101
286,25.75,128.25,235,0.921645,0.691898,0.806772,8.35716,1.11508,11.5541,34.3529,53929.5,0.997053
287,76.75,128.25,235,0.987895,0.672569,0.830232,6.85752,0.974797,13.1993,32.4963,54213.4,0.99707
288,128.25,128.25,235,0.963854,0.75413,0.858992,8.14525,1.10269,11.3538,33.1356,54319.6,0.996944
289,179.25,128.25,235,1.0539,0.689812,0.871856,8.89277,1.07919,13.0663,33.5246,53791.2,0.996875
290,230.25,128.25,235,0.81579,0.674226,0.745008,8.37248,1.01772,12.9778,33.1796,54185.7,0.996645
291,25.75,179.25,235,1.08633,0.687635,0.886982,7.25956,1.09071,12.934,32.8188,53998.8,0.997045
292,76.75,179.25,235,0.980831,0.718135,0.849483,7.87653,1.0518,12.3942,34.665,54584.1,0.996874
293,128.25,179.25,235,0.99022,0.698491,0.844355,8.61442,1.01516,12.6667,33.3924,54221.4,0.996922
294,179.25,179.25,235,1.06839,0.684375,0.876383,7.30957,1.00049,13.5419,30.7404,54182.9,0.99704
295,230.25,179.25,235,1.0081,0.698247,0.853174,8.43358,1.09747,11.2112,32.4044,54434.5,0.99719
296,25.75,230.25,235,0.856384,0.712673,0.784528,7.37468,1.05026,11.5541,34.5261,54276.2,0.996989
297,76.75,230.25,235,1.0205,0.679931,0.850217,7.46922,1.02087,12.5049,32.0446,53342.9,0.997026
298,128.25,230.25,235,0.951233,0.667999,0.809616,7.11584,0.989172,12.4378,33.7244,54233.5,0.997118
299,179.25,230.25,235,0.980803,0.666358,0.82358,7.63346,0.974403,11.2626,32.831,54045,0.997125
300,230.25,230.25,235,1.10023,0.721418,0.910825,8.79135,1.06902,12.8875,33.286,53643.5,0.996819
301,25.75,25.75,256,0.962546,0.672751,0.817649,7.39876,1.01772,8.23434,32.4744,30763.6,0.994964
302,76.75,25.75,256,0.884962,0.647931,0.766447,6.41343,0.973426,8.52013,33.1133,30627.1,0.994845
303,128.25,25.75,256,0.943707,0.686583,0.815145,8.18347,1.02118,6.65335,31.6802,30730,0.995103
304,179.25,25.75,256,0.896081,0.673453,0.784767,6.98441,1.02911,8.09871,33.2868,30840.3,0.995007
305,230.25,25.75,256,0.893752,0.643736,0.768744,5.71611,0.924516,8.60717,33.1679,30771.9,0.994708
306,25.75,76.75,256,0.998472,0.680938,0.839705,8.0666,0.983006,8.20955,32.0654,30779.1,0.994917
307,76.75,76.75,256,0.744432,0.655743,0.700087,nan,0.967008,8.58462,33.01,30552.3,0.993862
308,128.25,76.75,256,0.976832,0.67612,0.826476,7.59156,1.03177,8.22218,32.4533,30997.6,0.994974
309,179.25,76.75,256,1.04438,0.671921,0.858149,7.78594,0.958336,8.4549,31.6784,30631,0.994811
310,230.25,76.75,256,1.11029,0.679789,0.895041,7.78617,1.06602,8.51192,32.2832,30613.4,0.994882
311,25.75,128.25,256,1.04346,0.685906,0.864684,8.21235,1.1279,7.7095,32.8061,30664.1,0.994967
312,76.75,128.25,256,0.987895,0.672569,0.830232,6.8928,0.974797,8.58198,32.4963,30795.2,0.994842
313,128.25,128.25,256,0.959156,0.683401,0.821278,7.97205,0.993485,8.06765,31.7402,30799.9,0.995014
314,179.25,128.25,256,1.06417,0.68723,0.875699,7.37145,1.09982,8.42445,32.5972,30502.6,0.994885
315,230.25,128.25,256,0.81579,0.674226,0.745008,nan,1.01772,8.66241,33.1796,30793.9,0.994097
316,25.75,179.25,256,1.08633,0.687635,0.886982,7.43937,1.09071,8.15439,32.8188,30634.6,0.99479
317,76.75,179.25,256,0.97844,0.676219,0.827329,7.58256,1.01633,8.16361,32.5206,30978.1,0.994947
318,128.25,179.25,256,1.05113,0.682734,0.866932,7.82038,1.09578,8.42893,32.1147,30774.2,0.994977
319,179.25,179.25,256,1.06839,0.684375,0.876383,7.76075,1.00049,8.5213,30.7404,30741.6,0.994782
320,230.25,179.25,256,1.0081,0.698247,0.853174,8.01469,1.09747,7.79835,32.4044,30890,0.995048
321,25.75,230.25,256,1.02025,0.699361,0.859804,8.33025,1.10381,7.91183,31.4292,30830.5,0.995069
322,76.75,230.25,256,1.0205,0.679931,0.850217,7.44196,1.02087,8.41387,32.0446,30150.7,0.994739
323,128.25,230.25,256,0.951233,0.667999,0.809616,7.13495,0.989172,8.29485,33.7244,30803.5,0.994926
324,179.25,230.25,256,0.980803,0.666358,0.82358,7.32961,0.974403,8.23423,32.831,30619.7,0.994926
325,230.25,230.25,256,0.985218,0.685485,0.835352,7.21238,1.06872,8.30586,33.2565,30490.2,0.994915
