label,x_um,y_um,z_um,fwhm_x_um,fwhm_y_um,fwhm_xy_um,fwhm_z_um,sigma_xy_um,sigma_z_um,peak,integrated,halo_fraction
26,25.75,25.75,22,1.12794,1.28909,1.20852,8.86956,1.44982,11.5624,11.9983,58440.3,0.99802
27,76.75,25.75,22,0.747887,0.589894,0.668891,nan,2.09261,17.5141,16.6282,54571.2,0.997952
28,128.25,25.75,22,0.837784,0.850379,0.844082,4.91086,1.49675,9.64996,12.1637,54003.9,0.998243
29,179.25,25.75,22,0.730999,0.643906,0.687453,nan,1.43078,13.4079,13.3336,55015.5,0.998066
30,230.25,25.75,22,0.820573,0.937315,0.878944,5.27669,1.48588,9.84014,14.8143,56847.2,0.997933
31,25.75,76.75,22,1.04325,0.79842,0.920835,6.07707,1.80737,8.25352,11.7207,53756.9,0.998284
32,76.75,76.75,22,1.02473,0.98533,1.00503,4.61598,1.92458,9.61187,10.2495,56354.2,0.998325
33,128.25,76.75,22,0.927677,0.710641,0.819159,6.12669,1.22164,7.28139,21.6396,55996.1,0.997699
34,179.25,76.75,22,0.661226,0.743314,0.70227,5.72207,1.44454,12.0271,16.8388,56217.7,0.997944
35,230.25,76.75,22,0.967892,0.589513,0.778702,4.84374,1.92971,14.8922,12.7972,51678.7,0.998254
36,25.75,128.25,22,0.650305,0.724961,0.687633,nan,1.841,11.0871,10.2856,55330.2,0.998425
37,76.75,128.25,22,0.798886,1.04977,0.924329,6.46214,1.4048,9.62183,15.7857,58360.3,0.998038
38,128.25,128.25,22,0.749592,1.81047,1.28003,7.27219,1.94173,12.3101,9.88203,58077.4,0.998348
39,179.25,128.25,22,1.03333,1.16099,1.09716,6.18297,1.28862,9.7341,10.709,54366.7,0.997792
40,230.25,128.25,22,0.627646,1.1025,0.865073,5.90276,1.55369,8.36021,11.0502,59070.1,0.998327
41,25.75,179.25,22,1.14019,0.969531,1.05486,nan,1.71463,13.1316,12.667,55320.8,0.997672
42,76.75,179.25,22,1.20158,0.785585,0.99358,nan,1.3803,13.1957,13.6427,57803,0.997997
43,128.25,179.25,22,0.654295,1.34915,1.00172,6.41646,1.38022,12.1671,14.8209,58897.2,0.9979
44,179.25,179.25,22,0.753394,0.877947,0.815671,4.64899,1.89851,8.56414,7.51621,55638.6,0.998674
45,230.25,179.25,22,0.793708,1.1012,0.947453,6.39925,1.37202,12.9347,13.7858,57212.1,0.998172
46,25.75,230.25,22,0.712035,0.910248,0.811142,5.16863,1.51777,12.2831,10.377,52925.7,0.998136
47,76.75,230.25,22,0.643197,0.846374,0.744786,nan,1.49162,10.8226,14.8266,54257.6,0.998137
48,128.25,230.25,22,1.15501,0.811689,0.983349,nan,1.25683,10.7023,16.431,57048.7,0.997831
49,179.25,230.25,22,0.705005,1.0009,0.852952,5.55358,1.89056,12.8747,9.12611,57620.1,0.99872
50,230.25,230.25,22,1.04521,0.891744,0.968477,nan,1.53197,11.4139,13.2759,61185.9,0.998017
51,25.75,25.75,43,1.02664,1.03467,1.03065,nan,1.32259,8.79433,16.5985,71252.1,0.998153
52,76.75,25.75,43,0.747791,0.902036,0.824914,6.83905,1.2091,10.4637,23.0399,68010.2,0.998022
53,128.25,25.75,43,0.837784,0.850379,0.844082,4.54635,1.49675,12.7992,12.1637,68217.8,0.998609
54,179.25,25.75,43,0.883092,0.632955,0.758024,nan,1.80594,10.8619,14.3631,68217.8,0.998627
55,230.25,25.75,43,1.22644,0.743352,0.984894,5.68654,1.60085,12.3562,14.9768,70289.7,0.998159
56,25.75,76.75,43,0.963464,1.1051,1.03428,7.02195,1.401,10.4421,14.332,67513.4,0.998448
57,76.75,76.75,43,0.873243,0.916092,0.894667,6.88247,2.06988,13.3162,13.1985,69651.8,0.998391
58,128.25,76.75,43,1.09065,0.712889,0.90177,5.81772,1.24292,11.5214,25.6782,69256.8,0.997705
59,179.25,76.75,43,0.944587,1.0069,0.975745,nan,1.09152,13.1084,21.2868,68516.7,0.997812
60,230.25,76.75,43,0.955979,0.614906,0.785442,nan,1.71527,8.05392,12.9926,66284.8,0.998413
61,25.75,128.25,43,0.650305,0.724961,0.687633,4.38323,1.841,13.1481,10.2856,69211.4,0.998741
62,76.75,128.25,43,1.16094,0.946459,1.0537,8.56093,1.17949,8.75342,18.6864,70893.9,0.99805
63,128.25,128.25,43,1.29797,1.54928,1.42363,9.73317,1.534,9.71753,11.1742,71940.4,0.998348
64,179.25,128.25,43,1.10473,1.22184,1.16328,nan,1.15867,10.315,13.819,68915.6,0.998003
65,230.25,128.25,43,0.593822,1.21561,0.904714,7.94189,1.49001,12.6041,11.9632,72622.9,0.998341
66,25.75,179.25,43,0.611682,0.632458,0.62207,nan,1.46258,11.7761,17.2781,68979.6,0.99842
67,76.75,179.25,43,0.813023,0.843015,0.828019,5.71011,1.59207,11.0443,15.2095,71551.9,0.998382
68,128.25,179.25,43,1.50615,1.82284,1.6645,nan,1.32896,17.4069,14.9678,71538,0.997794
69,179.25,179.25,43,1.4143,0.983189,1.19874,6.68847,1.53965,13.5149,8.30463,69312.1,0.998609
70,230.25,179.25,43,1.01143,0.823494,0.917464,4.96903,1.35075,13.0611,13.8774,70608.1,0.998281
71,25.75,230.25,43,0.650327,1.56577,1.10805,5.31018,1.47147,11.407,13.9432,67039.4,0.998508
72,76.75,230.25,43,0.643197,0.846374,0.744786,9.32944,1.49162,9.56565,14.8266,69487.1,0.998545
73,128.25,230.25,43,1.23921,0.759382,0.999297,nan,1.23355,14.0957,17.7217,70990,0.997942
74,179.25,230.25,43,0.990466,0.898617,0.944541,nan,1.62471,13.2101,10.0571,70329.8,0.99865
75,230.25,230.25,43,1.13703,1.51875,1.32789,10.756,1.1943,13.3446,13.3218,74447,0.998302
76,25.75,25.75,65,0.993523,1.13737,1.06545,nan,1.32896,9.4649,23.704,72117.5,0.997794
77,76.75,25.75,65,0.762082,0.928589,0.845336,6.47004,1.43992,10.0694,23.4105,70113.5,0.997978
78,128.25,25.75,65,0.997756,0.771187,0.884471,6.19335,1.76149,10.7391,13.248,71048.4,0.998322
79,179.25,25.75,65,0.713897,0.874393,0.794145,nan,1.7648,12.0172,15.1318,70077.5,0.998653
80,230.25,25.75,65,1.24083,1.0142,1.12752,nan,1.37177,14.7371,18.9981,71718.9,0.997957
81,25.75,76.75,65,1.18465,0.931322,1.05799,8.05017,1.47196,8.33486,16.016,69989.9,0.998136
82,76.75,76.75,65,1.4619,1.0468,1.25435,nan,1.76567,14.9213,14.0189,71511.4,0.998171
83,128.25,76.75,65,1.09065,0.712889,0.90177,5.04189,1.24292,16.4056,25.6782,70863.7,0.997758
84,179.25,76.75,65,0.96668,0.959523,0.963101,6.5073,1.06166,11.6264,24.1078,69580.1,0.997742
85,230.25,76.75,65,0.955979,0.614906,0.785442,5.70336,1.71527,9.40893,12.9926,70105.6,0.9985
86,25.75,128.25,65,1.43664,0.869429,1.15304,5.87878,1.74886,15.0939,10.9636,71390.5,0.998462
87,76.75,128.25,65,1.02255,0.807176,0.914861,8.16433,1.31128,11.0584,26.3051,71314.7,0.997908
88,128.25,128.25,65,1.08393,0.920375,1.00215,nan,1.26683,10.145,21.0705,73375.7,0.997951
89,179.25,128.25,65,1.17941,0.938803,1.05911,nan,1.0603,11.5075,21.324,71787.6,0.997854
90,230.25,128.25,65,0.958493,1.05824,1.00836,nan,1.48112,13.6263,12.9148,73774.9,0.998236
91,25.75,179.25,65,0.611682,0.632458,0.62207,5.53106,1.46258,15.5178,17.2781,71110.6,0.998468
92,76.75,179.25,65,0.950327,0.889773,0.92005,nan,1.33833,12.8596,22.1221,73109,0.998082
93,128.25,179.25,65,0.781203,0.8377,0.809451,nan,1.32707,11.0136,18.1413,72020.1,0.99828
94,179.25,179.25,65,1.56997,1.64807,1.60902,8.52824,1.63055,12.6201,9.90403,71270.1,0.998374
95,230.25,179.25,65,1.09405,1.11957,1.10681,nan,1.26566,12.8855,15.9479,72462.5,0.998079
96,25.75,230.25,65,0.650327,1.56577,1.10805,5.0924,1.47147,14.9848,13.9432,69889,0.998569
97,76.75,230.25,65,1.1598,0.9774,1.0686,nan,1.3268,12.2575,17.0125,73247.6,0.997909
98,128.25,230.25,65,0.87888,1.2185,1.04869,7.34883,1.20891,10.1831,18.5218,72964,0.997831
99,179.25,230.25,65,0.615095,0.574741,0.594918,6.41029,1.88773,11.4806,11.119,71263.9,0.998757
100,230.25,230.25,65,1.43582,1.05486,1.24534,8.2022,1.24928,12.2082,13.658,74746,0.998281
101,25.75,25.75,86,0.776452,0.741263,0.758858,nan,1.22231,10.5603,37.1142,71357,0.997556
102,76.75,25.75,86,1.01787,0.945975,0.981921,7.64844,1.05783,10.1404,23.9727,70284.7,0.997825
103,128.25,25.75,86,1.00479,1.55514,1.27997,nan,1.34436,11.9202,19.8622,71512,0.997796
104,179.25,25.75,86,0.713897,0.874393,0.794145,5.81302,1.7648,14.0615,15.1318,70411.6,0.998659
105,230.25,25.75,86,1.24083,1.0142,1.12752,7.52589,1.37177,14.6703,18.9981,71154.5,0.997941
106,25.75,76.75,86,0.717621,1.3421,1.02986,nan,1.23917,8.23504,19.6308,70266.8,0.997839
107,76.75,76.75,86,0.820841,1.0611,0.940971,nan,1.17548,12.7494,23.537,71711.7,0.997864
108,128.25,76.75,86,1.09065,0.712889,0.90177,5.2933,1.24292,10.4002,25.6782,70744.9,0.997754
109,179.25,76.75,86,1.00101,0.890768,0.945887,5.9976,1.04333,12.0559,28.5303,69507.4,0.997536
110,230.25,76.75,86,0.965652,0.974599,0.970126,nan,1.2596,9.1369,19.9698,71058.7,0.997886
111,25.75,128.25,86,1.25652,0.940465,1.09849,9.34236,1.40256,10.2879,12.2334,71502.4,0.998191
112,76.75,128.25,86,1.02255,0.807176,0.914861,6.8926,1.31128,11.0886,26.3051,70457.2,0.997883
113,128.25,128.25,86,1.07265,0.876644,0.974647,nan,1.13241,9.93379,28.8067,73113.3,0.99772
114,179.25,128.25,86,1.2384,0.842888,1.04064,8.57725,1.07472,11.7829,21.5907,71843.9,0.997812
115,230.25,128.25,86,1.28247,1.00157,1.14202,10.1548,1.29681,12.9169,16.9969,72774.5,0.997807
116,25.75,179.25,86,0.972089,0.901809,0.936949,5.69729,1.29543,15.5132,18.5047,71180,0.997764
117,76.75,179.25,86,0.832423,0.930966,0.881694,nan,1.15164,14.9622,28.4688,72678.5,0.997852
118,128.25,179.25,86,1.22732,0.878944,1.05313,nan,1.24956,12.8256,19.7783,71120.9,0.997871
119,179.25,179.25,86,1.40882,1.17992,1.29437,nan,1.42666,16.279,14.5548,71313.1,0.998013
120,230.25,179.25,86,0.743092,1.22205,0.982571,nan,1.17962,16.4944,18.0641,72528.3,0.9979
121,25.75,230.25,86,1.2365,0.773904,1.0052,6.98871,1.32569,8.91321,14.1994,70181,0.998315
122,76.75,230.25,86,0.821247,0.785869,0.803558,nan,1.29513,12.6716,25.7649,73210.9,0.997736
123,128.25,230.25,86,1.07154,0.744289,0.907916,nan,1.09179,12.2584,25.0001,72789.9,0.997564
124,179.25,230.25,86,0.681691,0.994588,0.83814,6.37393,1.5488,13.1083,12.3979,70930.4,0.998359
125,230.25,230.25,86,1.2398,1.12784,1.18382,10.8455,1.21159,8.69843,16.1162,73687.5,0.998038
126,25.75,25.75,107,0.730995,0.738992,0.734994,7.46624,1.16548,11.4575,37.9536,70349.4,0.997466
127,76.75,25.75,107,0.771834,0.788867,0.780351,9.56789,1.03407,7.4142,30.741,69983.5,0.997562
128,128.25,25.75,107,1.0098,1.23039,1.12009,nan,1.1249,7.54778,25.8158,71173.4,0.997566
129,179.25,25.75,107,1.024,1.00139,1.0127,nan,1.18254,16.3159,16.5798,70190.2,0.997902
130,230.25,25.75,107,0.834137,1.05788,0.946007,8.33851,1.24921,15.3096,22.9243,70305.6,0.99762
131,25.75,76.75,107,0.734254,0.96326,0.848757,nan,1.14292,8.52452,26.1591,70084.5,0.997622
132,76.75,76.75,107,0.848324,1.12754,0.987932,nan,1.18701,10.295,27.9753,71130.5,0.997608
133,128.25,76.75,107,1.04883,0.754391,0.90161,8.06318,1.01861,11.9714,30.5036,70193.5,0.997568
134,179.25,76.75,107,1.00101,0.890768,0.945887,5.76591,1.04333,12.8835,28.5303,69365.4,0.997531
135,230.25,76.75,107,0.912812,1.39652,1.15466,nan,1.16544,8.30748,23.2858,70810.6,0.997631
136,25.75,128.25,107,1.33115,0.784018,1.05758,nan,1.21188,10.6853,18.0455,71203,0.997991
137,76.75,128.25,107,1.30699,0.837976,1.07248,nan,1.07376,7.66066,27.8424,69896.3,0.997492
138,128.25,128.25,107,1.07265,0.876644,0.974647,9.39718,1.13241,12.581,28.8067,72334.4,0.997695
139,179.25,128.25,107,1.0216,1.14399,1.08279,nan,1.13575,9.97534,29.0806,71264.5,0.997528
140,230.25,128.25,107,1.14354,1.0903,1.11692,nan,1.29604,14.7758,21.0224,71475.9,0.997757
141,25.75,179.25,107,0.974769,0.835165,0.904967,nan,1.11669,13.1738,24.1181,70641.6,0.997706
142,76.75,179.25,107,0.803986,0.791649,0.797818,8.27512,1.12001,12.8041,31.1815,71891.7,0.997705
143,128.25,179.25,107,1.1369,0.963257,1.05008,nan,1.26324,11.8959,23.3844,70319.2,0.997741
144,179.25,179.25,107,1.08336,1.10114,1.09225,nan,1.27172,10.5826,19.7374,70748.2,0.997882
145,230.25,179.25,107,1.28393,1.12144,1.20269,nan,1.06146,14.4411,25.4674,71961.9,0.997438
146,25.75,230.25,107,1.11882,1.0103,1.06456,7.52661,1.3231,12.5206,14.2256,69649.4,0.998154
147,76.75,230.25,107,0.821247,0.785869,0.803558,7.1641,1.29513,15.1504,25.7649,72376.4,0.99771
148,128.25,230.25,107,1.0537,0.688124,0.870913,5.96772,0.990203,9.4278,25.9954,71886.2,0.997522
149,179.25,230.25,107,1.03637,0.779932,0.908149,nan,1.2348,10.9157,19.3314,70439.8,0.997933
150,230.25,230.25,107,1.2047,0.989311,1.09701,nan,1.16024,12.4036,22.6491,72492.8,0.997604
151,25.75,25.75,129,0.730995,0.738992,0.734994,8.36863,1.16548,11.3368,37.9536,69702.3,0.997442
152,76.75,25.75,129,0.771834,0.788867,0.780351,8.24914,1.03407,9.17809,30.741,69728.6,0.997553
153,128.25,25.75,129,0.795844,0.796876,0.79636,nan,1.0022,8.6729,42.7608,70757.2,0.997181
154,179.25,25.75,129,0.865679,0.973946,0.919812,6.15884,1.18294,13.1764,19.9646,70025.4,0.997834
155,230.25,25.75,129,0.826114,1.06579,0.94595,8.14885,1.19887,14.2773,24.3787,69807.1,0.997606
156,25.75,76.75,129,0.760075,0.933329,0.846702,9.90702,0.996715,10.748,33.3031,69849.2,0.997528
157,76.75,76.75,129,0.782002,1.06756,0.924782,7.75417,1.17629,13.6134,28.6378,70588.7,0.997551
158,128.25,76.75,129,1.04883,0.754391,0.90161,7.61793,1.01861,11.6434,30.5036,69890.8,0.997557
159,179.25,76.75,129,0.873197,0.839459,0.856328,5.1695,1.00825,11.0361,32.6734,69412.9,0.997297
160,230.25,76.75,129,0.971101,0.673406,0.822254,nan,1.10428,6.33211,31.0335,70303.6,0.997492
161,25.75,128.25,129,1.00696,1.11132,1.05914,nan,1.23497,12.0956,23.5346,70766.4,0.997641
162,76.75,128.25,129,0.999916,0.74093,0.870423,7.14749,1.01253,11.0645,30.8905,69765.4,0.997435
163,128.25,128.25,129,1.06439,0.797846,0.931119,nan,1.07114,10.7699,32.7003,71529.3,0.99751
164,179.25,128.25,129,0.777592,0.735581,0.756586,9.68824,1.15691,8.10885,32.5662,70744.7,0.9973
165,230.25,128.25,129,0.956785,1.08801,1.0224,nan,1.19263,11.2412,24.1987,70407,0.99769
166,25.75,179.25,129,0.871533,0.868953,0.870243,nan,1.15457,15.4898,26.9366,70155.9,0.99762
167,76.75,179.25,129,0.803986,0.791649,0.797818,6.41489,1.12001,15.147,31.1815,71210.3,0.997683
168,128.25,179.25,129,0.997156,0.819863,0.90851,nan,1.15519,10.5408,26.9458,69927,0.997705
169,179.25,179.25,129,1.18708,0.968432,1.07775,nan,1.28673,13.1497,21.8041,70210.6,0.997725
170,230.25,179.25,129,1.05624,0.933796,0.995019,nan,0.953338,10.1088,33.2487,71271.7,0.997251
171,25.75,230.25,129,1.10073,1.07392,1.08732,nan,1.24756,12.0083,19.0841,69182.5,0.997674
172,76.75,230.25,129,1.08202,0.864555,0.973289,nan,1.2368,14.7016,27.748,71441.3,0.99765
173,128.25,230.25,129,0.994095,0.826378,0.910236,nan,1.05834,10.6587,31.9419,70909.2,0.997326
174,179.25,230.25,129,1.17816,0.936365,1.05726,nan,1.2104,10.2498,22.367,70193.7,0.997694
175,230.25,230.25,129,0.975418,0.85908,0.917249,nan,1.1497,12.8762,27.509,71401,0.997445
176,25.75,25.75,150,0.928808,0.723597,0.826202,6.63652,1.06168,14.0851,35.144,69729.9,0.997609
177,76.75,25.75,150,0.756253,0.723254,0.739754,nan,1.10151,9.38903,33.2185,69942,0.99766
178,128.25,25.75,150,0.730446,0.729564,0.730005,10.8343,0.870025,7.73251,47.3433,70670.9,0.99713
179,179.25,25.75,150,1.16783,0.742952,0.955389,nan,1.17814,11.9016,24.5077,70394.5,0.997621
180,230.25,25.75,150,0.866626,1.0348,0.950714,6.51473,1.19229,16.9909,26.2676,70035.6,0.997583
181,25.75,76.75,150,0.909227,0.856398,0.882812,6.5321,1.05827,13.2178,34.5671,70026,0.997099
182,76.75,76.75,150,1.18858,0.802161,0.995371,nan,1.13682,15.6701,28.7339,70519.1,0.997445
183,128.25,76.75,150,0.811592,0.711742,0.761667,6.40003,1.01601,10.9064,34.6645,70207.2,0.997194
184,179.25,76.75,150,0.873197,0.839459,0.856328,4.84265,1.00825,11.3304,32.6734,69891.4,0.997315
185,230.25,76.75,150,0.841454,0.697266,0.76936,nan,1.07011,8.70017,40.5523,70216.8,0.997393
186,25.75,128.25,150,1.14814,0.895,1.02157,nan,1.10135,11.2451,23.7263,70483.4,0.997642
187,76.75,128.25,150,0.999916,0.74093,0.870423,7.42096,1.01253,10.3058,30.8905,70033.8,0.997445
188,128.25,128.25,150,1.06809,0.737753,0.902922,6.66505,1.03311,12.9097,33.3945,71194.7,0.997453
189,179.25,128.25,150,0.777592,0.735581,0.756586,9.16783,1.15691,7.44983,32.5662,70587.1,0.997294
190,230.25,128.25,150,0.8035,0.846427,0.824963,nan,1.12879,12.5944,33.1524,70101.8,0.997544
191,25.75,179.25,150,0.871533,0.868953,0.870243,6.51582,1.15457,15.7266,26.9366,70091.4,0.997618
192,76.75,179.25,150,0.842186,0.705645,0.773915,3.78894,1.08122,16.4295,33.3321,71033.9,0.997608
193,128.25,179.25,150,0.983143,0.837355,0.910249,9.58801,1.18966,13.4846,26.9732,70149.7,0.997687
194,179.25,179.25,150,1.14814,0.818676,0.98341,nan,1.18658,8.87682,26.5462,70206.2,0.997481
195,230.25,179.25,150,0.879703,0.746818,0.813261,8.87562,0.8719,10.5014,34.5979,71018.5,0.997134
196,25.75,230.25,150,1.20279,1.00191,1.10235,nan,1.25721,14.8684,20.8571,69365.3,0.997579
197,76.75,230.25,150,1.08202,0.864555,0.973289,7.1087,1.2368,15.2953,27.748,70884.7,0.997631
198,128.25,230.25,150,0.921719,0.794798,0.858259,6.16801,0.985961,11.224,33.6051,70527,0.997306
199,179.25,230.25,150,0.98149,0.981646,0.981568,12.7218,1.0751,10.4588,24.214,70476.2,0.997653
200,230.25,230.25,150,1.11848,0.8492,0.983842,nan,1.07671,16.1549,29.1466,70753.6,0.997331
201,25.75,25.75,171,0.928808,0.723597,0.826202,6.62573,1.06168,13.2596,35.144,69985.6,0.997617
202,76.75,25.75,171,0.756253,0.723254,0.739754,9.25964,1.10151,9.15675,33.2185,70203.1,0.997668
203,128.25,25.75,171,0.730446,0.729564,0.730005,9.93928,0.870025,8.82756,47.3433,70616.2,0.997128
204,179.25,25.75,171,0.951343,0.688444,0.819894,nan,1.15779,12.1728,31.732,70792.9,0.997686
205,230.25,25.75,171,1.14106,1.00962,1.07534,nan,1.11127,9.11454,28.2384,70431.3,0.997453
206,25.75,76.75,171,0.909227,0.856398,0.882812,5.15519,1.05827,20.0641,34.5671,70259.2,0.997109
207,76.75,76.75,171,1.28485,0.729294,1.00707,nan,1.05093,15.1496,30.8911,70584.2,0.997425
208,128.25,76.75,171,0.811592,0.711742,0.761667,6.28909,1.01601,10.6108,34.6645,70587.2,0.997209
209,179.25,76.75,171,0.873197,0.839459,0.856328,5.82778,1.00825,10.6188,32.6734,70195.4,0.997327
210,230.25,76.75,171,0.841454,0.697266,0.76936,7.35284,1.07011,10.0274,40.5523,70398.2,0.9974
211,25.75,128.25,171,0.932912,0.754858,0.843885,nan,1.09868,12.3289,31.8244,70179.4,0.997642
212,76.75,128.25,171,0.790067,1.00428,0.897172,8.61272,1.02504,8.77374,29.1537,70243.3,0.997305
213,128.25,128.25,171,1.06809,0.737753,0.902922,6.57872,1.03311,13.6618,33.3945,71066.9,0.997448
214,179.25,128.25,171,0.777592,0.735581,0.756586,nan,1.15691,9.45905,32.5662,70423,0.997288
215,230.25,128.25,171,0.849011,0.745835,0.797423,nan,1.08748,13.8636,33.3608,70062.4,0.997529
216,25.75,179.25,171,0.871533,0.868953,0.870243,7.9096,1.15457,12.7497,26.9366,70184.9,0.997621
217,76.75,179.25,171,0.842186,0.705645,0.773915,3.7952,1.08122,15.8208,33.3321,71049.9,0.997609
218,128.25,179.25,171,0.953203,0.769528,0.861365,nan,1.14237,11.249,29.4289,70385.8,0.997641
219,179.25,179.25,171,1.22108,0.992481,1.10678,nan,1.13369,8.55215,28.0104,70410.7,0.997462
220,230.25,179.25,171,0.879703,0.746818,0.813261,7.40157,0.8719,11.4308,34.5979,70978.5,0.997132
221,25.75,230.25,171,0.95317,0.832039,0.892604,nan,1.18468,16.1006,30.5316,69831.1,0.997594
222,76.75,230.25,171,1.08202,0.864555,0.973289,7.80602,1.2368,11.3134,27.748,70502,0.997618
223,128.25,230.25,171,0.921719,0.794798,0.858259,5.39804,0.985961,12.589,33.6051,70417.4,0.997302
224,179.25,230.25,171,0.90925,0.966561,0.937905,nan,1.07177,10.3323,26.8702,70699.9,0.997697
225,230.25,230.25,171,1.23088,0.785279,1.00808,nan,1.04253,16.0482,29.8958,70178.8,0.997398
226,25.75,25.75,192,0.984485,0.763822,0.874153,nan,1.06076,12.9168,32.3374,69576.4,0.997587
227,76.75,25.75,192,0.756253,0.723254,0.739754,11.9634,1.10151,7.53035,33.2185,69740,0.997653
228,128.25,25.75,192,0.726274,0.724023,0.725148,nan,0.921874,8.518,46.7619,69838.9,0.997085
229,179.25,25.75,192,0.960278,0.697484,0.828881,nan,1.10759,15.3157,33.7329,70330.1,0.997686
230,230.25,25.75,192,1.63039,0.813914,1.22215,nan,1.00383,9.50436,29.0889,70017.1,0.997442
231,25.75,76.75,192,0.909227,0.856398,0.882812,nan,1.05827,16.7631,34.5671,69909.3,0.997094
232,76.75,76.75,192,0.711551,0.700978,0.706264,8.88065,1.0555,14.9153,32.1585,69873.6,0.997258
233,128.25,76.75,192,0.811592,0.711742,0.761667,nan,1.01601,8.35482,34.6645,70218.7,0.997194
234,179.25,76.75,192,1.14192,0.730572,0.936248,nan,1.05161,8.35688,31.4333,69607.4,0.997221
235,230.25,76.75,192,0.841454,0.697266,0.76936,7.36027,1.07011,12.3551,40.5523,69897,0.997381
236,25.75,128.25,192,0.921645,0.691898,0.806772,nan,1.11508,15.0965,34.3529,69333.1,0.997708
237,76.75,128.25,192,0.790067,1.00428,0.897172,nan,1.02504,9.32038,29.1537,69681.3,0.997283
238,128.25,128.25,192,0.95746,0.75057,0.854015,nan,1.08449,12.3065,32.823,70321.9,0.997658
239,179.25,128.25,192,1.0539,0.689812,0.871856,nan,1.07919,14.0976,33.5246,69589.7,0.997585
240,230.25,128.25,192,0.815201,0.72752,0.771361,7.61089,1.03754,14.4037,34.1565,69468,0.99748
241,25.75,179.25,192,1.34147,0.750607,1.04604,nan,1.13288,13.4839,29.815,69622.5,0.997498
242,76.75,179.25,192,0.985001,0.726305,0.855653,nan,1.09246,14.9199,34.2276,70386,0.997593
243,128.25,179.25,192,1.00817,0.694307,0.85124,nan,1.13421,13.7997,33.2309,69867.2,0.997632
244,179.25,179.25,192,0.977256,0.896377,0.936816,11.7086,1.0462,9.50969,30.2557,69883.5,0.997326
245,230.25,179.25,192,0.879703,0.746818,0.813261,nan,0.8719,12.3567,34.5979,70298.4,0.997104
246,25.75,230.25,192,0.879322,0.712865,0.796094,nan,1.14354,13.7699,33.1494,69614.4,0.99767
247,76.75,230.25,192,1.21253,0.751039,0.981782,nan,1.13164,11.0149,29.786,69510.1,0.997475
248,128.25,230.25,192,0.964216,0.770467,0.867342,6.87843,1.02719,15.4852,32.3864,69778.2,0.997511
