label,x_um,y_um,z_um,fwhm_x_um,fwhm_y_um,fwhm_xy_um,fwhm_z_um,sigma_xy_um,sigma_z_um,peak,integrated,halo_fraction
243,128.25,179.25,192,0.520814,0.520733,0.520773,4.55243,0.837248,16.9518,212.242,72975.6,0.996196
244,179.25,179.25,192,0.520679,0.520728,0.520704,4.54744,0.850836,16.9492,212.409,73005.9,0.996196
245,230.25,179.25,192,0.520847,0.520748,0.520798,4.54939,0.842994,16.9532,211.989,72887.9,0.996195
246,25.75,230.25,192,0.520765,0.520805,0.520785,4.54735,0.846104,16.9524,211.986,72824.6,0.996192
247,76.75,230.25,192,0.520848,0.520679,0.520763,4.54788,0.846286,16.9512,212.081,72841.3,0.996191
248,128.25,230.25,192,0.52075,0.520771,0.520761,4.55262,0.826891,16.9523,212.126,72897.1,0.996193
249,179.25,230.25,192,0.520749,0.520676,0.520713,4.55085,0.835316,16.9508,212.296,72946.6,0.996194
250,230.25,230.25,192,0.520789,0.520721,0.520755,4.55179,0.837985,16.9515,212.242,72900.4,0.996192
251,25.75,25.75,213,0.529491,0.529314,0.529403,4.34435,0.646884,17.928,216.154,72171.2,0.995783
252,76.75,25.75,213,0.529623,0.528837,0.52923,4.3392,0.613195,17.923,215.595,72116.7,0.995793
253,128.25,25.75,213,0.528984,0.529491,0.529237,4.34944,0.59508,17.9531,217.895,72250.4,0.995763
254,179.25,25.75,213,0.528692,0.529661,0.529177,4.34422,0.598233,17.9339,216.186,72183,0.995792
255,230.25,25.75,213,0.528946,0.529559,0.529252,4.34486,0.621359,17.937,216.84,72183.3,0.995778
256,25.75,76.75,213,0.52967,0.528971,0.529321,4.346,0.629758,17.9385,217.04,72198.9,0.995771
257,76.75,76.75,213,0.529484,0.529219,0.529352,4.34425,0.626415,17.9321,216.592,72193.8,0.99578
258,128.25,76.75,213,0.529203,0.529423,0.529313,4.34606,0.626828,17.9393,216.995,72197.5,0.995774
259,179.25,76.75,213,0.528994,0.529499,0.529246,4.34544,0.626128,17.938,216.967,72256.4,0.995777
260,230.25,76.75,213,0.52974,0.528798,0.529269,4.34875,0.605215,17.9446,217.173,72200.6,0.995771
261,25.75,128.25,213,0.529259,0.529391,0.529325,4.35045,0.622267,17.9449,216.976,72168.4,0.995769
262,76.75,128.25,213,0.529502,0.529053,0.529278,4.34606,0.635702,17.9369,217.065,72208.7,0.99577
263,128.25,128.25,213,0.529074,0.529383,0.529229,4.34342,0.599826,17.9344,216.712,72168.7,0.995782
264,179.25,128.25,213,0.529023,0.529435,0.529229,4.34447,0.62076,17.9365,216.699,72257.6,0.995785
265,230.25,128.25,213,0.529034,0.529536,0.529285,4.34103,0.614238,17.9227,215.339,72104.4,0.995795
266,25.75,179.25,213,0.528937,0.529479,0.529208,4.35011,0.612163,17.9514,217.666,72293.9,0.995771
267,76.75,179.25,213,0.529088,0.529464,0.529276,4.3475,0.622735,17.9402,216.446,72232.7,0.995788
268,128.25,179.25,213,0.528971,0.529456,0.529214,4.35033,0.598654,17.9526,217.95,72294.5,0.995764
269,179.25,179.25,213,0.5298,0.528543,0.529171,4.34193,0.611253,17.9308,216.273,72307.1,0.995797
270,230.25,179.25,213,0.529317,0.529084,0.5292,4.34256,0.615098,17.9284,216.073,72191.6,0.995791
271,25.75,230.25,213,0.529426,0.529261,0.529344,4.34282,0.640551,17.9248,216.061,72151.4,0.995786
272,76.75,230.25,213,0.529798,0.528861,0.52933,4.34512,0.642693,17.93,216.364,72173.2,0.99578
273,128.25,230.25,213,0.528934,0.529614,0.529274,4.35179,0.611307,17.9529,218.056,72234.4,0.995758
274,179.25,230.25,213,0.529501,0.528866,0.529183,4.34538,0.597893,17.9428,217.005,72254.2,0.995785
275,230.25,230.25,213,0.529206,0.529292,0.529249,4.34874,0.615825,17.9479,217.575,72227,0.995765
276,25.75,25.75,235,0.529491,0.529314,0.529403,4.29302,0.646884,16.6542,216.154,57724.6,0.994728
277,76.75,25.75,235,0.529623,0.528837,0.52923,4.2935,0.613195,16.6576,215.595,57661.2,0.994739
278,128.25,25.75,235,0.528984,0.529491,0.529237,4.30398,0.59508,16.6255,217.895,57826.5,0.994706
279,179.25,25.75,235,0.528692,0.529661,0.529177,4.30142,0.598233,16.6454,216.186,57747.7,0.99474
280,230.25,25.75,235,0.528946,0.529559,0.529252,4.29832,0.621359,16.6408,216.84,57749.8,0.994722
281,25.75,76.75,235,0.52967,0.528971,0.529321,4.29775,0.629758,16.6394,217.04,57765.2,0.994714
282,76.75,76.75,235,0.529484,0.529219,0.529352,4.29435,0.626415,16.6475,216.592,57749.1,0.994724
283,128.25,76.75,235,0.529203,0.529423,0.529313,4.29809,0.626828,16.6388,216.995,57764.7,0.994718
284,179.25,76.75,235,0.528994,0.529499,0.529246,4.2968,0.626128,16.6406,216.967,57812.4,0.994722
285,230.25,76.75,235,0.52974,0.528798,0.529269,4.30406,0.605215,16.6352,217.173,57781.3,0.994716
286,25.75,128.25,235,0.529259,0.529391,0.529325,4.30681,0.622267,16.6336,216.976,57763,0.994714
287,76.75,128.25,235,0.529502,0.529053,0.529278,4.29491,0.635702,16.6395,217.065,57773.2,0.994713
288,128.25,128.25,235,0.529074,0.529383,0.529229,4.29687,0.599826,16.6408,216.712,57725.5,0.994726
289,179.25,128.25,235,0.529023,0.529435,0.529229,4.29654,0.62076,16.6471,216.699,57814.6,0.994732
290,230.25,128.25,235,0.529034,0.529536,0.529285,4.29679,0.614238,16.6611,215.339,57663.1,0.994742
291,25.75,179.25,235,0.528937,0.529479,0.529208,4.30438,0.612163,16.6286,217.666,57861.9,0.994716
292,76.75,179.25,235,0.529088,0.529464,0.529276,4.30249,0.622735,16.6461,216.446,57804.7,0.994737
293,128.25,179.25,235,0.528971,0.529456,0.529214,4.30378,0.598654,16.6228,217.95,57872.3,0.994708
294,179.25,179.25,235,0.5298,0.528543,0.529171,4.29307,0.611253,16.6562,216.273,57848.7,0.994746
295,230.25,179.25,235,0.529317,0.529084,0.5292,4.29657,0.615098,16.6504,216.073,57740.7,0.994738
296,25.75,230.25,235,0.529426,0.529261,0.529344,4.29285,0.640551,16.6536,216.061,57703.2,0.994731
297,76.75,230.25,235,0.529798,0.528861,0.52933,4.29517,0.642693,16.65,216.364,57735,0.994725
298,128.25,230.25,235,0.528934,0.529614,0.529274,4.30543,0.611307,16.6199,218.056,57827.3,0.994701
299,179.25,230.25,235,0.529501,0.528866,0.529183,4.30106,0.597893,16.6386,217.005,57816.9,0.994732
300,230.25,230.25,235,0.529206,0.529292,0.529249,4.30235,0.615825,16.6297,217.575,57802.4,0.994709
301,25.75,25.75,256,0.529491,0.529314,0.529403,4.22312,0.646884,9.58867,216.154,32120.2,0.990525
302,76.75,25.75,256,0.529623,0.528837,0.52923,4.22025,0.613195,9.58941,215.595,32077.9,0.990543
303,128.25,25.75,256,0.528984,0.529491,0.529237,4.23573,0.59508,9.57984,217.895,32196.5,0.990492
304,179.25,25.75,256,0.528692,0.529661,0.529177,4.22903,0.598233,9.5865,216.186,32134,0.990547
305,230.25,25.75,256,0.528946,0.529559,0.529252,4.22848,0.621359,9.58348,216.84,32141.9,0.990518
306,25.75,76.75,256,0.52967,0.528971,0.529321,4.22807,0.629758,9.58368,217.04,32150.6,0.990503
307,76.75,76.75,256,0.529484,0.529219,0.529352,4.22536,0.626415,9.58517,216.592,32135.6,0.990519
308,128.25,76.75,256,0.529203,0.529423,0.529313,4.22919,0.626828,9.58321,216.995,32150.8,0.990511
309,179.25,76.75,256,0.528994,0.529499,0.529246,4.22654,0.626128,9.58485,216.967,32169.5,0.990515
310,230.25,76.75,256,0.52974,0.528798,0.529269,4.23478,0.605215,9.58295,217.173,32170.1,0.99051
311,25.75,128.25,256,0.529259,0.529391,0.529325,4.23636,0.622267,9.58429,216.976,32163.8,0.990508
312,76.75,128.25,256,0.529502,0.529053,0.529278,4.22625,0.635702,9.58365,217.065,32152.4,0.9905
313,128.25,128.25,256,0.529074,0.529383,0.529229,4.22755,0.599826,9.58213,216.712,32121,0.990523
314,179.25,128.25,256,0.529023,0.529435,0.529229,4.22605,0.62076,9.58668,216.699,32174,0.990534
315,230.25,128.25,256,0.529034,0.529536,0.529285,4.22275,0.614238,9.59186,215.339,32087.7,0.990552
316,25.75,179.25,256,0.528937,0.529479,0.529208,4.23559,0.612163,9.58186,217.666,32208.6,0.990507
317,76.75,179.25,256,0.529088,0.529464,0.529276,4.23102,0.622735,9.58897,216.446,32176.1,0.990544
318,128.25,179.25,256,0.528971,0.529456,0.529214,4.23569,0.598654,9.57941,217.95,32214.8,0.990493
319,179.25,179.25,256,0.5298,0.528543,0.529171,4.22136,0.611253,9.58988,216.273,32181.3,0.990556
320,230.25,179.25,256,0.529317,0.529084,0.5292,4.22419,0.615098,9.58763,216.073,32122.5,0.990541
321,25.75,230.25,256,0.529426,0.529261,0.529344,4.22257,0.640551,9.58728,216.061,32105.2,0.99053
322,76.75,230.25,256,0.529798,0.528861,0.52933,4.22521,0.642693,9.5873,216.364,32130.3,0.990521
323,128.25,230.25,256,0.528934,0.529614,0.529274,4.23821,0.611307,9.57789,218.056,32200.2,0.990484
324,179.25,230.25,256,0.529501,0.528866,0.529183,4.23095,0.597893,9.58345,217.005,32178.1,0.990535
325,230.25,230.25,256,0.529206,0.529292,0.529249,4.23376,0.615825,9.5812,217.575,32179.4,0.990495
